#,BGA Name,ID,Rating
1,BDWSSBB,93599262,2172
2,dwarvintime,94276826,2092
3,sorryimlikethis,86346298,2065
4,Snowyowl Tale,96392781,2055
5,Triplepigs,85410533,2032
6,pppppdian,90883583,2024
7,JDansp,94308984,2018
8,Propaganda Panda,94936862,2012
9,portgard,83927465,2012
10,trinity111,96358825,2010
11,simmadim,86220185,2000
12,DaZaiErXia,91315943,1992
13,Tsong Chen,94423370,1992
14,pkding,95458786,1987
15,nikonikosmile,93049325,1985
16,justidling,96384028,1984
17,Aluap Tsai,95130340,1977
18,skälding,94401618,1974
19,SilexSaxum,88730461,1972
20,hardtounderstand,95740428,1971
21,Tharsis15731,94796767,1969
22,Chen233,89148114,1967
23,Leon Jing,95678978,1962
24,Doburoi,84038972,1961
25,rudaZz,94569606,1960
26,makamaru,84320942,1958
27,day001,95961187,1955
28,Wakaba Mutsumi,96569489,1954
29,2win9,94328850,1953
30,demyurge,84428955,1952
31,Duci9,94929538,1951
32,DugongEnjoyer,95424407,1949
33,rockstar18,95285472,1948
34,randale_und_hurra,92600865,1948
35,Faerch,92121387,1947
36,Hektorynka,94356861,1944
37,dmannaioni,94540164,1941
38,wrdvdd,95429044,1939
39,duyanhcao,82653384,1938
40,tobiko11,84390486,1938
41,TiamatUA,84277005,1935
42,Yohan06,91158844,1931
43,yunfeiyang90,92674329,1929
44,Gloriousbui,86523041,1929
45,Johnsoncccc,94634063,1928
46,auznjx,85060521,1927
47,gamez shuffler,90749143,1926
48,Helbiii,90097742,1925
49,watermelon5730,96094578,1924
50,BaseSig,3936472,1924
51,Rust_,95777023,1924
52,M_kk_k,93584459,1922
53,isenguard13,93310826,1921
54,PotatCat,96638840,1920
55,derekhuo,94707613,1916
56,nimoac,84658502,1916
57,COOList,85288480,1915
58,-_______________-,91255895,1911
59,nikoniiiii,96036684,1911
60,T4R4K0,96583415,1910
61,daipengyou,84382806,1910
62,sdasfasfgag,94286384,1910
63,tianmingv,96384185,1907
64,coolsunday,84864189,1907
65,malisimo,96280724,1906
66,XDXD233,85172205,1905
67,yokiesH,93108565,1905
68,umegf,84727173,1902
69,worldpeaceeeee,94619221,1902
70,Marcaux,96028523,1900
71,hancci,85233138,1899
72,Adkhi,95071482,1898
73,Nemoses,90842825,1896
74,vasynyt banaani,84390251,1895
75,ss-uuz,94441741,1895
76,HighwayGoGo,94565796,1895
77,esddse1,96046666,1891
78,1998KR2019IAN,91110025,1890
79,chengzi9898,95625344,1890
80,Darcelmaw,93481498,1888
81,Fifty_grosz,85665517,1888
82,BlanketAddict,90278947,1887
83,traine3g,95459839,1887
84,5Dragons,96316721,1886
85,csong99,94065245,1886
86,TonyBegonia,91640596,1886
87,Merlinjz,95048086,1884
88,ViciousCyclist,89020074,1884
89,n2309,94913747,1884
90,RobinGuk,92499328,1883
91,wanwan7,87728204,1882
92,none404,95722729,1880
93,sharonSS,95828792,1880
94,Borden66,94604358,1879
95,Zeuthis,93171016,1878
96,jackochow,96364530,1878
